Make,Model,Vehicle Type,Vehicle Type NEW
FORD,EXPD,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Car
FORD,F2PU,INCOMPLETE VEHICLE,Combination Short-haul Truck
CHEV,C6000,INCOMPLETE VEHICLE,Refuse Truck
SUZUKI,DL650K,MOTORCYCLE,Other
SUZUKI,GSX600FK,MOTORCYCLE,Other
INFINITI,M56,PASSENGER CAR,Passenger Car
GMC,C3500,INCOMPLETE VEHICLE,Transit Bus
GMC,HI-CUBE,TRUCK,Single Unit Long-haul Truck
HARLEY DAVIDSON,CVO ULTRAL CLASSIC ELECTRA GLIDE 6,MOTORCYCLE,Other
HARLEY DAVIDSON,FLHTCUI / FLHTCUI ANNIVERSARY,MOTORCYCLE,Other
VOLKSWAGEN,KOMBI,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Car
VICTORY,GUNNER,MOTORCYCLE,Other
IRBITSKI MOTOTSICLETNY ZAVOD,"TOURIST, PATROL, & GEAR UP",MOTORCYCLE,Other
YAMAHA,YP400 / MAJESTY,MOTORCYCLE,Other
APRILIA,CAPONORD 1200 ADD,MOTORCYCLE,Other
BMW,F 650 CS,MOTORCYCLE,Other
BMW,K 1200 R,MOTORCYCLE,Other
PAUL YAFFE ORIGINALS,PAUL YAFFE ORIGINAL,MOTORCYCLE,Other
PIAGGIO AND VESPA,PIAGGIO FLY,MOTORCYCLE,Other
PLYMOUTH,ARROW,TRUCK,Combination Long-haul Truck
HARLEY DAVIDSON,CVO ELECTRA GLIDE ULTRA LIMITED,MOTORCYCLE,Other
HARLEY DAVIDSON,CVO SOFTAIL DELUXE,MOTORCYCLE,Other
HARLEY DAVIDSON,XL883R,MOTORCYCLE,Other
HMMD,G30,INCOMPLETE VEHICLE,School Bus
CHRYSLER,IMPERIAL,PASSENGER CAR,Passenger Car
MOTO GUZZI,V11,MOTORCYCLE,Other
HONDA,NQ50,MOTORCYCLE,Other
HONDA,VTX1800S1 (VTX),MOTORCYCLE,Other
FORD,BOX VAN,INCOMPLETE VEHICLE,Single Unit Long-haul Truck
HYUNDAI,VENUE,PASSENGER CAR,Passenger Car
LAMBORGHINI,LM002,PASSENGER CAR,Passenger Car
MASERATI,COUPE,PASSENGER CAR,Passenger Car
FRHT,SCBUS,INCOMPLETE VEHICLE,Refuse Truck
HARLEY DAVIDSON,STREET ROD,MOTORCYCLE,Other
OREION MOTORS,OREION MOTORS,LOW SPEED VEHICLE (LSV),Other
PONTIAC,LEMANS,PASSENGER CAR,Passenger Car
HONDA,CMX500 (REBEL500),MOTORCYCLE,Other
YAMAHA,FZ-10,MOTORCYCLE,Other
APRILIA,SCARABEO 100,MOTORCYCLE,Other
BMW,850CI,PASSENGER CAR,Passenger Car
HONDA,NC700XL (NC700X),MOTORCYCLE,Other
SUZUKI,SV650/SV650S/SV650SF,MOTORCYCLE,Other
HONDA,VTX1800C3/VTX1800C,MOTORCYCLE,Other
HONDA,VFR1200X,MOTORCYCLE,Other
HYUNDAI,VELOSTER N,PASSENGER CAR,Passenger Car
MV AGUSTA MOTOR,B1,MOTORCYCLE,Other
WORKHORSE,P42,TRUCK,Combination Short-haul Truck
BMW,325I/325IS,PASSENGER CAR,Passenger Car
BMW,K 1200 S,MOTORCYCLE,Other
BMW,R 1100 RS,MOTORCYCLE,Other
PIAGGIO AND VESPA,GTS RST / SEI GIORNI,MOTORCYCLE,Other
BUELL,LIGHTNING,MOTORCYCLE,Other
SUZUKI,TU250XL8,MOTORCYCLE,Other
HONDA,CBF300,MOTORCYCLE,Other
HONDA,CIVIC SI,PASSENGER CAR,Passenger Car
DUCATI,SS900/900 SPORT,MOTORCYCLE,Other
FERRARI,599 GTB FIORANO,PASSENGER CAR,Passenger Car
HUSQVARNA,701 ENDURO,MOTORCYCLE,Other
VOLKSWAGEN,ARTEON,PASSENGER CAR,Passenger Car
URAL SIDECARS & SOLOS,URAL,MOTORCYCLE,Other
YAMAHA,XV1600 ROAD STAR CLASSIC,MOTORCYCLE,Other
KTM,690 SMC,MOTORCYCLE,Other
LEXUS,LC,PASSENGER CAR,Passenger Car
BIG DOG MOTORCYCLES,CHOPPER - DT,MOTORCYCLE,Other
BMW,525IAT,PASSENGER CAR,Passenger Car
MAZDA,B4000,TRUCK,Passenger Truck
MITS,CAB CHAS,INCOMPLETE VEHICLE,Combination Long-haul Truck
CHEVY,3VAN,INCOMPLETE VEHICLE,Transit Bus
MV AGUSTA MOTOR,F5,MOTORCYCLE,Other
ROYAL ENFIELD,500CC,MOTORCYCLE,Other
DUCATI,907IE,MOTORCYCLE,Other
DUCATI,MONSTER(NAKED STANDARD BIKE),MOTORCYCLE,Other
DODG,B2VAN,INCOMPLETE VEHICLE,Combination Long-haul Truck
DODG,SPRINTER,INCOMPLETE VEHICLE,School Bus
DODGE,RAIDER,TRUCK,Passenger Truck
STERLING MOTOR CAR,MINI,PASSENGER CAR,Passenger Car
SUZUKI,GSX-R1100,MOTORCYCLE,Other
GMC,W3500,INCOMPLETE VEHICLE,Motor Home
HARLEY DAVIDSON,FXBRS ANX / 115TH ANNIVERSARY BREAKOUT 114,MOTORCYCLE,Other
HARLEY DAVIDSON,XG500 / STREET 500,MOTORCYCLE,Other
ISU,FB,INCOMPLETE VEHICLE,Passenger Truck
HONDA,XL250R,MOTORCYCLE,Other
FORD,SCHBUS,INCOMPLETE VEHICLE,Single Unit Long-haul Truck
HARLEY DAVIDSON,FXDRS / FXDR 114,MOTORCYCLE,Other
HARLEY DAVIDSON,XLH 883,MOTORCYCLE,Other
KAWASAKI,VOYAGER XII,MOTORCYCLE,Other
KTM,SUPER DUKE GT,MOTORCYCLE,Other
MERCEDES-BENZ,260,PASSENGER CAR,Passenger Car
NISSAN,NV200,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Car
RAM,CARGO VAN,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Car
TAOTAO,POWERMAX 150,MOTORCYCLE,Other
VANDERHALL MOTOR WORKS,CARMEL,MOTORCYCLE,Other
BENTLEY,ARNAGE,PASSENGER CAR,Passenger Car
CHEV,TILT MASTER W35042,INCOMPLETE VEHICLE,Light Commercial Truck
DODG,FLATBED,INCOMPLETE VEHICLE,Transit Bus
DODGE,DAKOTA,BUS,Other Buses
DUCATI,STREETFIGHTER (SFT),MOTORCYCLE,Other
HARLEY DAVIDSON,FLHTCI / ELECTRA GLIDE CLASSIC,MOTORCYCLE,Other
HONDA,CIV4D,PASSENGER CAR,Passenger Car
HONDA,NC700XD (NC700X DCT),MOTORCYCLE,Other
KAWASAKI,EX500,MOTORCYCLE,Other
KAWASAKI,NINJA ZX-9R,MOTORCYCLE,Other
MOTO GUZZI,BREVA 750,MOTORCYCLE,Other
SUZUKI,DR650S,MOTORCYCLE,Other
SUZUKI,GW250L,MOTORCYCLE,Other
HONDA,CBR900,MOTORCYCLE,Other
KYMCO,AGILITY,MOTORCYCLE,Other
GMC,5000,INCOMPLETE VEHICLE,School Bus
HARLEY DAVIDSON,CVO ROAD KING 4,MOTORCYCLE,Other
HONDA,CHF50 (METROPOLITAN II),MOTORCYCLE,Other
KTM,SUPER ADVENTURE,MOTORCYCLE,Other
KYMCO,XCITING,MOTORCYCLE,Other
MITS,TK649,INCOMPLETE VEHICLE,Single Unit Short-haul Truck
OLDSMOBILE,CUTLASS CRUISER,PASSENGER CAR,Passenger Car
SUZUKI,GSF1250SA,MOTORCYCLE,Other
SYM,FIDDLE II / LANCE CALI CLASSIC/LANCE HAVANA CLASSIC/LANCE PCH/LANCE CABO 125,MOTORCYCLE,Other
ZHEJIANG JMSTAR SHENKE MOTORCYCLE CO,YY50QT-12/YY150T-12/YY250T-12,MOTORCYCLE,Other
BENTLEY,BROOKLANDS,PASSENGER CAR,Passenger Car
BETA,X TRAINER,MOTORCYCLE,Other
BMW,R 100 R,MOTORCYCLE,Other
BMW,R 1100 GS,MOTORCYCLE,Other
DODG,RAM 4500,INCOMPLETE VEHICLE,Other Buses
FORD,MIRANDA CLASS A,INCOMPLETE VEHICLE,Light Commercial Truck
GUANGDONG QINGXIN LIANTONG INDUSTRY CO. LTD.,GUANGDONG QINGXIN LIANTONG,MOTORCYCLE,Other
VICTORY,OCTANE,MOTORCYCLE,Other
YONGFU,YN50QT-12 / YN125-12 / YN150T-12 / YN250T-12 / YN300-12 ETC.,MOTORCYCLE,Other
CADI,HEARSE,INCOMPLETE VEHICLE,Refuse Truck
CHEV,K3500,INCOMPLETE VEHICLE,Combination Long-haul Truck
GMC,F3500,INCOMPLETE VEHICLE,Motor Home
KYMCO,PEOPLE,MOTORCYCLE,Other
TOYOTA,4RUNNER,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Car
BETA,390RR,MOTORCYCLE,Other
ISUZU,VL1500TK,TRUCK,Single Unit Long-haul Truck
KAWASAKI,W650,MOTORCYCLE,Other
MAYBACH,62,PASSENGER CAR,Passenger Car
STERLING MOTOR CAR,MAESTRO,PASSENGER CAR,Passenger Car
SUZUKI,DL1000L,MOTORCYCLE,Other
WRKH,FORWARD CONTROL CHASSIS,INCOMPLETE VEHICLE,Motor Home
CAN-AM,SPYDER F3,MOTORCYCLE,Other
FORD,TRANSIT 250 VAN,INCOMPLETE VEHICLE,Light Commercial Truck
ITALJET,TORPEDO 125 MC,MOTORCYCLE,Other
MOTO GUZZI,NORGE GT 8V,MOTORCYCLE,Other
RAM,6500,INCOMPLETE VEHICLE,Light Commercial Truck
SPYDER,"F3, F3 S",MOTORCYCLE,Other
HARLEY DAVIDSON,CVO SOFTAIL DEUCE 2,MOTORCYCLE,Other
YAMAHA,WR426F,MOTORCYCLE,Other
APRILIA,SPORTCITY ONE 125,MOTORCYCLE,Other
BUELL,XB9SX,MOTORCYCLE,Other
CHEVY,FLTBD,INCOMPLETE VEHICLE,Single Unit Long-haul Truck
DODG,RAM4500,INCOMPLETE VEHICLE,Light Commercial Truck
MOTO GUZZI,V7 STONE,MOTORCYCLE,Other
PIAGGIO AND VESPA,FLY,MOTORCYCLE,Other
SAAB,9-4X,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Car
ASTON MARTIN,V12 VANTAGE,PASSENGER CAR,Passenger Car
DODGE,RAM,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Car
HARLEY DAVIDSON,ROAD GLIDE ULTRA 103,MOTORCYCLE,Other
INDIAN MOTORCYCLE,SCOUT ABS,MOTORCYCLE,Other
KAWASAKI,Z900RS,MOTORCYCLE,Other
SUZUKI,DR125SE,MOTORCYCLE,Other
SUZUKI,VZ800/VZ800Z,MOTORCYCLE,Other
YAMAHA,SR400,MOTORCYCLE,Other
JAGUAR,SUPER V8,PASSENGER CAR,Passenger Car
PONTIAC,PHOENIX,PASSENGER CAR,Passenger Car
ROLLS ROYCE,SILVER SPUR,PASSENGER CAR,Passenger Car
SUZUKI,SV650A/SV650SA,MOTORCYCLE,Other
BMW,M550I,PASSENGER CAR,Passenger Car
BMW,R 1150 R,MOTORCYCLE,Other
CHEV,K30,INCOMPLETE VEHICLE,School Bus
CLASSIC MOTORCYCLES & SIDECARS,TWIST N GO (TNG),MOTORCYCLE,Other
GMC,SIERRA LIMITED,TRUCK,Combination Short-haul Truck
HARLEY DAVIDSON,FXDBI / DYNA STREET BOB,MOTORCYCLE,Other
HYUNDAI,XG300,PASSENGER CAR,Passenger Car
ISUZU,NRR,INCOMPLETE VEHICLE,Passenger Truck
PIAGGIO AND VESPA,X-9,MOTORCYCLE,Other
TOYOTA,STARLET,PASSENGER CAR,Passenger Car
CHEV,G30 EXTENDED,INCOMPLETE VEHICLE,Passenger Truck
DODG,D2PU,INCOMPLETE VEHICLE,Combination Short-haul Truck
HARLEY DAVIDSON,CVO ROAD KING 3,MOTORCYCLE,Other
HARLEY DAVIDSON,NIGHT ROD,MOTORCYCLE,Other
HONDA,SA50P,MOTORCYCLE,Other
MOTO GUZZI,CYC,MOTORCYCLE,Other
VICTORY,HAMMER,MOTORCYCLE,Other
YAMAHA,FZ6,MOTORCYCLE,Other
DODG,D350 PU,INCOMPLETE VEHICLE,Transit Bus
DODGE,COLT,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Car
YAMAHA,YJ50R VINO,MOTORCYCLE,Other
PEUGEOT,505,PASSENGER CAR,Passenger Car
SUBARU,BRAT,TRUCK,Passenger Truck
VICTORY,VEGAS EIGHT BALL,MOTORCYCLE,Other
YAMAHA,MTM850 (XSR900),MOTORCYCLE,Other
YAMAHA,XC50 / VINO CLASSIC,MOTORCYCLE,Other
FORD,F3PU,TRUCK,Combination Long-haul Truck
KTM,ENDURO FOUR-STROKE/EXC-R,MOTORCYCLE,Other
LAND ROVER,DEFENDER 110,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Car
PLYMOUTH,CONQUEST,PASSENGER CAR,Passenger Car
CHEV,21RDTREK,INCOMPLETE VEHICLE,Single Unit Long-haul Truck
FERRARI,550 MARANELLO,PASSENGER CAR,Passenger Car
HARLEY DAVIDSON,HERITAGE SOFTAIL CLASSIC 103 SHRINE,MOTORCYCLE,Other
HARLEY DAVIDSON,SPORTSTER XL883 SUPERLOW,MOTORCYCLE,Other
HARLEY DAVIDSON,XL1200C / 1200 CUSTOM,MOTORCYCLE,Other
HONDA,NC700XD/NC700X,MOTORCYCLE,Other
ISUZU,BOX,INCOMPLETE VEHICLE,Light Commercial Truck
MOTOR COACH INDUSTRIES,102DL3 INTERCITY/D4500,BUS,School Bus
PIAGGIO AND VESPA,MP3,MOTORCYCLE,Other
SUZUKI,DR650SEL8,MOTORCYCLE,Other
SUZUKI,GSX1300RAL/GSX1300RAZL,MOTORCYCLE,Other
YAMAHA,XSR900,MOTORCYCLE,Other
CADI,LIMOUSINE,INCOMPLETE VEHICLE,Single Unit Short-haul Truck
CHEV,G-P,INCOMPLETE VEHICLE,School Bus
CHEV,K1500,INCOMPLETE VEHICLE,Transit Bus
UTILIMASTER MOTOR CORPORATION,AEROMATE,TRUCK,Light Commercial Truck
BAJAJ AUTO,LEGEND,MOTORCYCLE,Other
FERRARI,488 PISTA,PASSENGER CAR,Passenger Car
GMC,SIERRA,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Car
HUSQVARNA,TE 310,MOTORCYCLE,Other
RAM,4500,INCOMPLETE VEHICLE,Refuse Truck
SUBARU,XT,PASSENGER CAR,Passenger Car
WESTWARD INDUSTRIES,GO-4 P35,MOTORCYCLE,Other
CADI,COMMERCIAL CHASSIS,INCOMPLETE VEHICLE,Other Buses
DODG,V25,INCOMPLETE VEHICLE,Combination Short-haul Truck
EAGLE TRAILER MANUFACTURING,EAGLE TRAILER MANUFACTURING,TRAILER,Other
GEM,GEM,LOW SPEED VEHICLE (LSV),Other
HONDA,VT1100C,MOTORCYCLE,Other
ISUZU,TROOPER II,TRUCK,Single Unit Long-haul Truck
KAWASAKI,KLX230,MOTORCYCLE,Other
THUNDER MOUNTAIN CUSTOM CYCLES,BLACKHAWK,MOTORCYCLE,Other
TOYOTA,BOX TRK,PASSENGER CAR,Passenger Car
DGEN,RAM 5500,INCOMPLETE VEHICLE,Motorcycle
DUCATI,900,MOTORCYCLE,Other
BMW,533I,PASSENGER CAR,Passenger Car
FORD,WGN VAN,TRUCK,Passenger Truck
HARLEY DAVIDSON,VRSCF / V-ROD MUSCLE,MOTORCYCLE,Other
SUZUKI,TU250XL9,MOTORCYCLE,Other
YAMAHA,XV920K,MOTORCYCLE,Other
BMW,R 1200 RS,MOTORCYCLE,Other
RAM,PROMASTER 3500,INCOMPLETE VEHICLE,Light Commercial Truck
SUZUKI,VS700,MOTORCYCLE,Other
PIAGGIO AND VESPA,"GTS / GTV, VESPA GTS / GTV",MOTORCYCLE,Other
RAM,PROMASTER 2500,INCOMPLETE VEHICLE,Single Unit Long-haul Truck
HUSQVARNA,TE 511,MOTORCYCLE,Other
BENTLEY,TURBO,PASSENGER CAR,Passenger Car
BMW,750LXI / ALPINA B7,PASSENGER CAR,Passenger Car
CAN-AM,SPYDER RT,MOTORCYCLE,Other
MOTO GUZZI,V7 SPECIAL,MOTORCYCLE,Other
DUCATI,HYPERMOTARD,MOTORCYCLE,Other
HARLEY DAVIDSON,CVO V-ROD,MOTORCYCLE,Other
TRIUMPH,ROCKET 3,MOTORCYCLE,Other
BETA,VT,MOTORCYCLE,Other
INFINITI,M35H,PASSENGER CAR,Passenger Car
KYMCO,SUPER 8 150,MOTORCYCLE,Other
FERRARI,F430 COUPE,PASSENGER CAR,Passenger Car
ALFA ROMEO,164,PASSENGER CAR,Passenger Car
GENUINE SCOOTERS,ROUGHHOUSE 50 / RATTLER 50 / BLACK CAT,MOTORCYCLE,Other
SUZUKI,DR-Z400SML9,MOTORCYCLE,Other
SUZUKI,SV1000 / SV1000S,MOTORCYCLE,Other
SUZUKI,V-STROM 1000 ABS(DL1000AL8) / V-STROM 1000 XT ABS(DL100XAL8),MOTORCYCLE,Other
HONDA,VT1300 (SABRE),MOTORCYCLE,Other
HONDA,XL185,MOTORCYCLE,Other
APRILIA,RSV MILLE,MOTORCYCLE,Other
MITSUBISHI,SPX,TRUCK,Combination Long-haul Truck
MOTO GUZZI,CAL1100,MOTORCYCLE,Other
SUZUKI,DL650XAL7,MOTORCYCLE,Other
KAWASAKI,KLX250SF,MOTORCYCLE,Other
LAFORZA,PRIMA,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Car
SUZUKI,GS500(GS500H)/GS500F(GS500FH),MOTORCYCLE,Other
SUZUKI,GSX750FK,MOTORCYCLE,Other
SUZUKI,SFV650,MOTORCYCLE,Other
ACURA,1.6EL,PASSENGER CAR,Passenger Car
BENTLEY,BENTAYGA,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Car
CAGIVA MOTOR S.P.A,F4,MOTORCYCLE,Other
CHEV,G3500,INCOMPLETE VEHICLE,Refuse Truck
CHEVR,CUBE,INCOMPLETE VEHICLE,Single Unit Short-haul Truck
FORD,F-SUPER DUTY,INCOMPLETE VEHICLE,Refuse Truck
GMC,C550,INCOMPLETE VEHICLE,Combination Short-haul Truck
HARLEY DAVIDSON,FLHTCUTG ANV / 115TH ANNIVERSARY TRI GLIDE ULTRA,MOTORCYCLE,Other
TOYOTA,PU,TRUCK,Single Unit Long-haul Truck
HUSQVARNA,SVARTPILEN 401,MOTORCYCLE,Other
YAMAHA,VMX12,MOTORCYCLE,Other
KTM,1190 ADVENTURE,MOTORCYCLE,Other
KYMCO,STEP OVER FRAME,MOTORCYCLE,Other
MIFU,FG,INCOMPLETE VEHICLE,Single Unit Long-haul Truck
DODG,D350FB,INCOMPLETE VEHICLE,Transit Bus
YAMAHA,XS850,MOTORCYCLE,Other
SUZUKI,AN400,MOTORCYCLE,Other
MV AGUSTA MOTOR,T3,MOTORCYCLE,Other
APRILIA,TUONO V4 1100 RR,MOTORCYCLE,Other
BMW,5284D,PASSENGER CAR,Passenger Car
BMW,750IL,PASSENGER CAR,Passenger Car
FORD,F35,INCOMPLETE VEHICLE,Combination Short-haul Truck
HARLEY DAVIDSON,FXSE / CVO PRO STREET BREAKOUT,MOTORCYCLE,Other
DONGFANG,DF150TKA/DF150TKB/DF150TKC/DF150STD/DF150STE,MOTORCYCLE,Other
SUZUKI,VS1400/VS1400GL,MOTORCYCLE,Other
HONDA,CH125,MOTORCYCLE,Other
YAMAHA,XV1100,MOTORCYCLE,Other
MCLAREN,650S,PASSENGER CAR,Passenger Car
NANFANG SPACE NAVIGATION SCIENCE & TECHNOLOGY,NANFANG SPACE NAVIGATION SCIENCE & TECHNOLOGY,MOTORCYCLE,Other
KYMCO,LIKE 200 / COMPAGNO 200,MOTORCYCLE,Other
"CHONGQING ZONGSHEN AUTOMOTIVE INDUSTRY CO., LTD.",SG250,MOTORCYCLE,Other
DAEWOO,LEGANZA,PASSENGER CAR,Passenger Car
LINC,TOWN CAR,INCOMPLETE VEHICLE,Single Unit Long-haul Truck
FERRARI,F575,PASSENGER CAR,Passenger Car
GMC,C5500,INCOMPLETE VEHICLE,School Bus
HARLEY DAVIDSON,FXBRS / BREAKOUT 114,MOTORCYCLE,Other
HARLEY DAVIDSON,XL1200C/SPORSTER 1200 CUSTOM,MOTORCYCLE,Other
KAWASAKI,ZX900,MOTORCYCLE,Other
BLUE BIRD,COMMERCIAL BUS,BUS,Other Buses
VOLVO,260 SERIES,PASSENGER CAR,Passenger Car
APRILIA,SXV 550,MOTORCYCLE,Other
MOTO GUZZI,V7 III STONE,MOTORCYCLE,Other
ROLLS ROYCE,PHANTOM,PASSENGER CAR,Passenger Car
FORD,F1PU,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Car
HONDA,NB50M,MOTORCYCLE,Other
GLOBAL MOTORSPORT GROUP,HARD CORE II,MOTORCYCLE,Other
HARLEY DAVIDSON,FLSL / SOFTAIL SLIM,MOTORCYCLE,Other
HARLEY DAVIDSON,ROAD KING 103,MOTORCYCLE,Other
LAND ROVER,5D/WAGON,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Car
BMW,R 1150 RS,MOTORCYCLE,Other
HONDA,VTX1800R3 (VTX),MOTORCYCLE,Other
K-JACK MOTORS,EAGLE,MOTORCYCLE,Other
MOTO GUZZI,CALIFORNIA 1400 TOURING,MOTORCYCLE,Other
SETRA,S 417,BUS,Other Buses
SUZUKI,GSX-S750ZAL8 / GSX-S750L8,MOTORCYCLE,Other
BMW,K 1300 GT,MOTORCYCLE,Other
DUCATI,ST4S,MOTORCYCLE,Other
HARLEY DAVIDSON,CVO SOFTAIL SPRINGER 3,MOTORCYCLE,Other
HARLEY DAVIDSON,SUPERLOW,MOTORCYCLE,Other
INTL,SCHOOL BUS,INCOMPLETE VEHICLE,School Bus
LAND ROVER,DEFENDER 4X4,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Car
YAMAHA,XVS1300 (STAR STRYKER),MOTORCYCLE,Other
GLOBAL MOTORSPORT GROUP,STAIL,MOTORCYCLE,Other
APRILIA,RSV 1000,MOTORCYCLE,Other
CHEV,UTILITY,INCOMPLETE VEHICLE,Passenger Truck
FERRARI,430 SCUDERIA,PASSENGER CAR,Passenger Car
FORD,E-350,INCOMPLETE VEHICLE,Transit Bus
FORD,FB,INCOMPLETE VEHICLE,School Bus
GMC,SUBURBAN,TRUCK,Single Unit Long-haul Truck
HONDA,110,MOTORCYCLE,Other
HONDA,SHADOW 1100,MOTORCYCLE,Other
AZURE DYNAMICS,TRANSIT CONNECT ELECTRIC,TRUCK,Light Commercial Truck
ACURA,VAN,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Car
BENTLEY,FLYING SPUR,PASSENGER CAR,Passenger Car
BIG DOG MOTORCYCLES,CHOPPER,MOTORCYCLE,Other
HARLEY DAVIDSON,FLTRI/FLTRI ANNIVERSARY,MOTORCYCLE,Other
HONDA,CH150,MOTORCYCLE,Other
SUZUKI,DR-Z400SML8,MOTORCYCLE,Other
WRKH,FORWARD CONTROL,INCOMPLETE VEHICLE,Refuse Truck
YAMAHA,TT-R250/TT-R250C,MOTORCYCLE,Other
APRILIA,SHIVER 750,MOTORCYCLE,Other
CHEVR,CAMPVAN,INCOMPLETE VEHICLE,Other Buses
CHRISTINI AWD,CHRISTINI AWD,MOTORCYCLE,Other
DODG,D-SERIES,INCOMPLETE VEHICLE,Single Unit Short-haul Truck
HARLEY DAVIDSON,DYNA CONVERTIBLE,MOTORCYCLE,Other
HONDA,CM450,MOTORCYCLE,Other
HONDA,GL1500CF (VALKYRIE INTERSTATE),MOTORCYCLE,Other
HUMMER,H3,TRUCK,Passenger Truck
KTM,LC4 ENDURO,MOTORCYCLE,Other
LAMBORGHINI,JALPA,PASSENGER CAR,Passenger Car
CHEV,2500,INCOMPLETE VEHICLE,Single Unit Long-haul Truck
HARLEY DAVIDSON,VRSCDX / NIGHT ROD SPECIAL,MOTORCYCLE,Other
ISUZU,BOX VAN,INCOMPLETE VEHICLE,School Bus
SUZUKI,DL650XAL/DL650AAL/DL650AL,MOTORCYCLE,Other
SUZUKI,VZ1600,MOTORCYCLE,Other
TOYOTA,FB,PASSENGER CAR,Passenger Car
FORD,VAN,INCOMPLETE VEHICLE,Light Commercial Truck
TAOTAO,CY50-E,MOTORCYCLE,Other
BMW,R 1200 ST,MOTORCYCLE,Other
BUELL,M2 CYCLONE,MOTORCYCLE,Other
CHEVROLET,SILVERAD,TRUCK,Refuse Truck
DODG,3500REGC,INCOMPLETE VEHICLE,Single Unit Long-haul Truck
FERRARI,456 MGT,PASSENGER CAR,Passenger Car
FORD,F-550,INCOMPLETE VEHICLE,Combination Short-haul Truck
GENUINE SCOOTERS,HOOLIGAN 170I,MOTORCYCLE,Other
GMC,K3500,INCOMPLETE VEHICLE,Motorcycle
HARLEY DAVIDSON,FAT BOY ANNIVERSARY,MOTORCYCLE,Other
HARLEY DAVIDSON,XL1200C/XL1200C ANNIVERSARY,MOTORCYCLE,Other
KAWASAKI,ELIMINATOR 125,MOTORCYCLE,Other
KAWASAKI,SUPER SHERPA,MOTORCYCLE,Other
KAWASAKI,VULCAN 900 CLASSIC,MOTORCYCLE,Other
MERCEDES-BENZ,SLS-CLASS,PASSENGER CAR,Passenger Car
SUZUKI,GSX1100G,MOTORCYCLE,Other
YAMAHA,XSR700,MOTORCYCLE,Other
CADI,PROFESSIONAL CHASSIS,INCOMPLETE VEHICLE,Combination Short-haul Truck
CHEV,3500 HD,INCOMPLETE VEHICLE,Single Unit Long-haul Truck
DODG,CONV VAN,INCOMPLETE VEHICLE,Passenger Truck
MIFU,VAN,INCOMPLETE VEHICLE,Combination Short-haul Truck
ZHEJIANG JMSTAR SHENKE MOTORCYCLE CO,YY150T-4,MOTORCYCLE,Other
BETA,250RR,MOTORCYCLE,Other
BUELL,1125,MOTORCYCLE,Other
KAWASAKI,ZRX 1100,MOTORCYCLE,Other
KTM,ADVENTURE + ADVENTURE R,MOTORCYCLE,Other
BETA,500RS,MOTORCYCLE,Other
BLUB,BUS,INCOMPLETE VEHICLE,Other Buses
BMW,760I,PASSENGER CAR,Passenger Car
HARLEY DAVIDSON,CVO ROAD GLIDE CUSTOM 2,MOTORCYCLE,Other
HUSQVARNA,WR,MOTORCYCLE,Other
ISUZU,NPR132,INCOMPLETE VEHICLE,Single Unit Long-haul Truck
TOYOTA,LAND CRUISER,TRUCK,Passenger Truck
YAMAHA,XJ600 SECA II,MOTORCYCLE,Other
VOLKSWAGEN,BEE2D,PASSENGER CAR,Passenger Car
ZENN,MC2,LOW SPEED VEHICLE (LSV),Other
CHEV,C350,INCOMPLETE VEHICLE,Transit Bus
CHEV,V30,INCOMPLETE VEHICLE,Combination Short-haul Truck
HONDA,CB300,MOTORCYCLE,Other
ACURA,INT3D,PASSENGER CAR,Passenger Car
HARLEY DAVIDSON,ELECTRA GLIDE CLASSIC SHRINE,MOTORCYCLE,Other
HARLEY DAVIDSON,ROCKER C,MOTORCYCLE,Other
HONDA,VTR1000F (SUPERHAWK),MOTORCYCLE,Other
SUZUKI,DR200SE,MOTORCYCLE,Other
TOYOTA,TERSW,PASSENGER CAR,Passenger Car
BMW,R 100 GS,MOTORCYCLE,Other
INFIN,M30CV,INCOMPLETE VEHICLE,Motorcycle
SUZUKI,ENDURO,MOTORCYCLE,Other
YAMAHA,VMX17 (V-MAX),MOTORCYCLE,Other
DUCATI,SCRAMBLER DESERT SLED,MOTORCYCLE,Other
FERRARI,PORTOFINO,PASSENGER CAR,Passenger Car
HARLEY DAVIDSON,FLSTSI / HERITAGE SPRINGER,MOTORCYCLE,Other
HONDA,VTX1800F2 (VTX),MOTORCYCLE,Other
HONDA,VTX1800N1 (VTX),MOTORCYCLE,Other
JAMB,26/MH,INCOMPLETE VEHICLE,Motor Home
